Time,steering,throttle,x,y,vx,vy,velocity,yaw,yaw_rate
0.10233354568481445,0.6161425018878148,0.2,-3.128477298524994,0.9896142837582782,-0.005984342648801544,-0.0019205377422837344,0.006284967952010685,0.009667553569156325,0.00023632701077914872
0.10305142402648926,0.6196576905470587,0.2,-3.128477298524994,0.9896142837582782,0.0069537679648234985,-0.00026099698849924025,0.006958664263823282,0.009667553569156325,-0.0002729689259822099
0.11462163925170898,0.6747846881665396,0.2,-3.128477298524994,0.9896142837582782,-0.018806794741932364,0.011854712457448624,0.022231278323883278,0.009667553569156325,0.0008122104054280592
0.12109184265136719,0.7042956089715879,0.2,-3.128665366472413,0.9897328308828527,0.024275516797045427,-0.007634881569917873,0.025447831584445586,0.01046202177302651,-0.0008827426200896405
0.1310558319091797,0.7477689082670231,0.2,-3.1284226113044427,0.9896564820671535,-0.0005564810225067163,-0.00014436301604137114,0.0005749015644531519,0.009601096715086374,0.0005943476374496181
0.14104413986206055,0.7888100269683734,0.2,-3.1284281761146677,0.9896550384369931,-0.02272923817985273,0.005631407914996611,0.023416469062212633,0.010197442770405732,-0.0005874625528273452
0.15104436874389648,0.8272066454881573,0.2,-3.1286554684964663,0.9897113525161431,-0.08018466875818753,-0.03426343806074428,0.08719841908889583,0.009616236112189296,0.005800558726417644
0.16102242469787598,0.8626944180855329,0.2,-3.129457315184048,0.9893687181355356,0.020494222000433382,-0.003689538860662811,0.02082368441000268,0.015400931685808642,-0.0011661590033932598
0.17100286483764648,0.8952417688990423,0.2,-3.129252372964044,0.989331822746929,-0.023450308387262808,0.0036115188597030112,0.023726778793837965,0.014269362685063925,0.0009736910505914973
0.18114519119262695,0.9251755282438218,0.2,-3.1294868760479164,0.989367937935526,0.02724414407055953,0.020075456469492714,0.0338417986903164,0.01521856829296203,0.000446360407572834
0.19145822525024414,0.9522523523522523,0.2,-3.1281068134218137,0.9893665629691292,0.11076211853970896,-0.0202129531091777,0.112591342370532,0.012267265184169537,-0.003401325256258094
0.20150041580200195,0.9752633974509186,0.2,-3.1264555392626017,0.9894410277114095,0.16512741592120683,0.007446474228034461,0.16529523122959117,0.01209075046897838,-0.00011587829617516944
0.21146106719970703,0.9947346378225704,0.2,-3.1226754134340333,0.9895819906306124,0.3780125828568348,0.01409629192028472,0.3782753206911565,0.006442644484217726,-0.005838253018048686
0.23195528984069824,1,0.2,-3.115538175291275,0.9900977111661862,0.3560037354249257,0.05518191086272273,0.360255052598797,0.010648961498104802,0.0022834547518309515
0.23389434814453125,1,0.2,-3.115538175291275,0.9900977111661862,0.3577200788508872,-0.0036098573053422456,0.3577382924469365,0.010648961498104802,0.002002231940082267
0.24184966087341309,1,0.2,-3.1107616738147246,0.9902980843491229,0.4776501476550621,0.020037318293675277,0.4780702434572818,0.013743841469488068,0.003061938568278346
0.25161194801330566,1,0.2,-3.1055454254950763,0.9906815705499976,0.5216248319648287,0.03834862008746942,0.5230325821446966,0.01540792014634231,0.001600284190997021
0.2615189552307129,1,0.2,-3.0999425828092764,0.9910504048250262,0.5602842685799914,0.036883427502854005,0.5614969713565463,0.018996433279124324,0.0036868416673841013
0.27156925201416016,1,0.2,-3.0935534116951997,0.9919531178390564,0.6389171114076664,0.09027130140302209,0.645262724095009,0.024601914565182133,0.005627063343224808
0.28160667419433594,1,0.2,-3.0862007386451564,0.9927106620036348,0.7352673050043279,0.07575441645784053,0.7391594830760106,0.029815813311598757,0.005120346954935663
0.2915525436401367,1,0.2,-3.079263429079871,0.9942096072177878,0.6937309565285599,0.1498945214153058,0.7097400986250911,0.0382721506426962,0.008532261190443787
0.3019883632659912,1,0.2,-3.071081869218302,0.9953966353445851,0.8181559861568655,0.11870281267972738,0.8267221875711281,0.04394429405737687,0.005668445906832297
0.31145262718200684,0.9959492695940259,0.2,-3.0626561218061097,0.9968910040954552,0.8425747412192486,0.14943687508700565,0.8557240058432701,0.05324936927408202,0.009232591446005576
0.32162022590637207,0.97627496757145,0.2,-3.0537680358193025,0.9988221654589847,0.8888085986807237,0.19311613635295544,0.9095463524244848,0.06566530909788197,0.012537247845171106
0.33148717880249023,0.9538511767063249,0.2,-3.0445472538153298,1.0005587024868952,0.9220782003972694,0.17365370279104342,0.9382877043534712,0.07394744378042216,0.00828517719836799
0.3414287567138672,0.9280196270403879,0.2,-3.035098394981698,1.0025630805108967,0.9448858833631668,0.20043780240015519,0.9659113029724808,0.08318812340630828,0.009155568603101565
0.37209105491638184,0.828918066217538,0.2,-3.0028942446554234,1.0110280108297962,1.1115590692662103,0.26254600736059786,1.1421444612871678,0.12809342251889558,0.015701993833897046
0.37396764755249023,0.821949225326817,0.2,-3.0028942446554234,1.0110280108297962,1.087845180933833,0.31296697779314986,1.1319697287780897,0.12809342251889558,0.012580278993878806
0.4021005630493164,0.7061161283280046,0.2,-2.9805492805458034,1.0175959497215399,1.0964800671871888,0.32519000999955416,1.1436857436998733,0.15349967662952638,0.013139991715967237
0.40378332138061523,0.6985518124613374,0.2,-2.9805492805458034,1.0175959497215399,1.138016343774817,0.33160387917481327,1.185344815394401,0.15349967662952638,0.01232434565806376
0.42244482040405273,0.6103432957814425,0.2,-2.943884508947408,1.029297006956358,1.1967744280199977,0.3777265928318174,1.2549686890496217,0.19862623545312058,0.015747989771664018
0.4242722988128662,0.6013025757670549,0.2,-2.943884508947408,1.029297006956358,1.2596317366872611,0.4058843219958641,1.3234100630234786,0.19862623545312058,0.013836244617942039
