Time,steering,throttle,x,y,vx,vy,velocity,yaw,yaw_rate,Error
0.04568219184875488,0.1673664151048764,0.16,-0.059806507696250566,-0.5311148601585232,-0.002019365914067428,-0.0008203237213733061,0.0021796260465376,1.970294760516607,0.00033735822442825913,1.7398965581788426
0.05605816841125488,0.07269611253103311,0.16,-0.059798450468659496,-0.5310911251148484,0.0008057227591069804,0.002373504367481072,0.0025065338910524805,1.9703120552317561,1.643980660910896e-05,1.7398818569949808
0.06582880020141602,0.07323753985384311,0.16,-0.0598293450445407,-0.5310981817880376,-0.0030894575881200426,-0.0007056673189231866,0.0031690242273906253,1.9700718282427119,-0.00023916801429383537,1.7398697434720374
0.0763242244720459,0.07340298836747133,0.16,-0.0597931542287831,-0.5310843125093501,0.0036190815757598804,0.0013869278687517195,0.003875734816150972,1.9697893932486288,-0.00028261921276549377,1.7398793631675926
0.0857994556427002,0.07218113047167518,0.16,-0.05976820298379803,-0.5310794462715251,0.0024951244985069176,0.00048662378249186844,0.002542134726708262,1.9700975816510835,0.0003062961150343018,1.7398898261174458
0.10585308074951172,0.07247957080193992,0.16,-0.059772118552284904,-0.5311177636197559,-0.0003915568486875798,-0.0038317348230787474,0.003851689047696928,1.9704142951552486,0.0003168863577556407,1.7399188179920833
0.1364889144897461,0.07304472759598438,0.16,-0.05982191997995421,-0.5310911719669041,-0.04259964579832812,0.10697797363606876,0.11514780356317021,1.9701907964494139,-0.000672777962815703,1.7398683200145584
0.1390073299407959,0.07670974841713085,0.16,-0.06051498445453984,-0.5297001397901526,-0.04259964579832812,0.10697797363606876,0.11514780356317021,1.9698205135663005,-0.000672777962815703,1.738332728443702
0.14581894874572754,0.07103472117228396,0.16,-0.06149507745714114,-0.5280819753777405,-0.09800930026013024,0.16181644124121375,0.18918346543356146,1.970518137167531,0.0006976682372166444,1.73644583915116
0.15584850311279297,0.06828453185956926,0.16,-0.06249867814768376,-0.5262713112580736,-0.10036006905426234,0.1810664119666905,0.20701977925567303,1.972766163819447,0.0022457430840272363,1.734388350712237
0.16582489013671875,0.06686378160858052,0.16,-0.06363748922484799,-0.5240965424818993,-0.11388110771642299,0.2174768776174285,0.24548950892644172,1.975554423295966,0.0027933114705013563,1.7319556957462958
0.1796259880065918,0.0678440029655122,0.16,-0.0653251552926942,-0.5210599333258135,-0.16876660678462052,0.30366091560858344,0.34740771326186465,1.97847479788212,0.00291015425253403,1.7285026052297936
0.1857738494873047,0.06201084830081192,0.16,-0.06694662891050353,-0.51788197124086,-0.16214736178093297,0.31779620849534673,0.35677191182397566,1.981548727760533,0.0030765636229920313,1.7249726491922832
0.22629714012145996,0.07167059845262147,0.16,-0.0689344806817839,-0.5142141985601018,-0.21805382344896873,0.428309478979394,0.4806209314046923,1.9814889933241624,0.0035773382926106868,1.7208313091473135
0.22900056838989258,0.046329318320977225,0.16,-0.07111501891627359,-0.5099311037703078,-0.21805382344896873,0.428309478979394,0.4806209314046923,1.985054882386222,0.0035773382926106868,1.7160769110208158
0.25646233558654785,0.07087481442804487,0.16,-0.07314798283703661,-0.505497400970931,-0.23418433966959223,0.5163116226153286,0.5669391471702729,1.9856934143691514,0.0005965385422343003,1.7112855389375645
0.2591555118560791,0.06988997392481128,0.16,-0.07548982623373253,-0.5003342847447777,-0.23418433966959223,0.5163116226153286,0.5669391471702729,1.986289400268727,0.0005965385422343003,1.7057211742966674
0.266115665435791,0.07099483458958904,0.16,-0.07804708013073959,-0.4948223423094005,-0.25071226980882405,0.5780923676618477,0.6301169953124368,1.9867679322743697,0.00026820607509295903,1.6997482082249755
0.26888227462768555,0.07309534857479082,0.16,-0.08055420282882783,-0.489041418632782,-0.25071226980882405,0.5780923676618477,0.6301169953124368,1.9870307745569527,0.00026820607509295903,1.6935859174875794
0.2864677906036377,0.07130659825828357,0.16,-0.08316512790315113,-0.48272809963905033,-0.32410804345857913,0.7376522232128147,0.8057151024061522,1.9875378297104636,-8.941734293452344e-05,1.6869308098277993
0.28934264183044434,0.08034254042189101,0.16,-0.09249369858643708,-0.461776229676505,-0.32410804345857913,0.7376522232128147,0.8057151024061522,1.9881972205352416,-8.941734293452344e-05,1.6644647365084153
0.30620622634887695,0.07198662534348094,0.16,-0.0958504389944928,-0.45417072003796966,-0.36494060151321117,0.8067695483146675,0.8854709180547247,1.988459991193922,-0.002264031048222969,1.6563289868024436
0.30898594856262207,0.09362385827108284,0.16,-0.09949984500962492,-0.446103024554823,-0.36494060151321117,0.8067695483146675,0.8854709180547247,1.9862015256205894,-0.002264031048222969,1.6476483616889062
0.3157689571380615,0.06280790901645508,0.16,-0.10331689613105129,-0.4378866214557188,-0.3817051121426371,0.8216403099104153,0.9059754916693422,1.9898935844036645,0.0037202975059051208,1.6387503532705257
0.32575345039367676,0.07670197194004716,0.16,-0.10705995546683082,-0.42904526378289304,-0.3743059335779536,0.8841357672825789,0.9601046749704003,1.9883668640576915,-0.0015878364346102567,1.6293901734241234
0.3358142375946045,0.07457588249631308,0.16,-0.11105744651242509,-0.4201882528458487,-0.399749104559427,0.885701093704433,0.9717333862666716,1.9879285972141936,-0.0004388848775819268,1.6198701110516116
0.34576916694641113,0.06746186570078433,0.16,-0.11505110830258798,-0.41110986219554524,-0.3993661790162889,0.907839065030347,0.9917989276749825,1.9909511081798308,0.0030571385146235877,1.6101746414185043
0.35589027404785156,0.07183968779212664,0.16,-0.11917913658890132,-0.40153973300206786,-0.412802828631334,0.9570129193477384,1.0422475248828904,1.9918967009454973,0.0009270520520357679,1.600004172978624
