Time,x,y,Error
0.027024269104003906,2.335063260483429,-0.5260183958346286,3.5873333688073954
0.027956485748291016,2.335050889270583,-0.526022487877971,3.587324341651467
0.047234535217285156,2.3351030196775655,-0.5259698885169842,3.5873458659320105
0.05559730529785156,2.335039507260717,-0.525888865896105,3.5872518625521774
0.06594157218933105,2.3349893422862227,-0.525907311133551,3.5872161219788543
0.07650589942932129,2.33500428290777,-0.5259078119068995,3.587229566470553
0.08548378944396973,2.335020042065966,-0.5258990700683734,3.58723941755024
0.09536385536193848,2.335053456369741,-0.5260287618303066,3.587329542123488
0.10554313659667969,2.335095219501944,-0.5259852554371465,3.5873461468846806
0.11539101600646973,2.334910180630851,-0.5258985650447492,3.5871420416394617
0.12536358833312988,2.335014748576161,-0.5258711159022248,3.5872216798364827
0.13532304763793945,2.335176556078493,-0.5258518241157365,3.587355741643421
0.14536190032958984,2.336102111470106,-0.5254850798412336,3.588002906670863
0.1553027629852295,2.336440400745729,-0.5241137581049095,3.587661980171303
0.16645169258117676,2.3374415947798575,-0.5227089360402617,3.587892280046118
0.17544269561767578,2.3383797325243685,-0.5204616214589302,3.5876749687871143
0.20590496063232422,2.3392278621874523,-0.5187540720729246,3.5876305261406776
0.2088301181793213,2.341291361215114,-0.5158197247893384,3.5880927242966614
0.21119165420532227,2.342852467201611,-0.5128258110965881,3.5880851571279866
0.215346097946167,2.344702159908846,-0.5092094786537725,3.58804765159627
0.22527718544006348,2.346620596912782,-0.5054174495127012,3.587993679502504
0.23525142669677734,2.3483571634397404,-0.501278936275494,3.587622648200041
0.24534225463867188,2.349678983232017,-0.49606877383823605,3.586394680357218
0.25527477264404297,2.3513714330809274,-0.49077121948220975,3.5854621395960224
0.2652242183685303,2.3530666413675503,-0.48534529224015904,3.5844801847787444
0.2752258777618408,2.3545752488517744,-0.47924415977593554,3.5830310168596613
0.2852323055267334,2.356493883513503,-0.47275685898590764,3.581779622540026
0.29524660110473633,2.358098333930376,-0.4663392776608442,3.580290164544186
0.3052341938018799,2.3600024637301873,-0.4592228551659974,3.5787611641447628
0.3153979778289795,2.3619842971320963,-0.45201271264943965,3.57727123504408
0.32541823387145996,2.3632673528019024,-0.4439269504147387,3.5747759049196715
0.33537817001342773,2.364877499867604,-0.43615435664814833,3.5727273545471805
0.3454291820526123,2.3668760803827804,-0.42789998414486735,3.5708250334747733
0.35532283782958984,2.3681650993394774,-0.4189592786013277,3.5679979097584233
0.36530137062072754,2.3696375492127753,-0.4101266567155833,3.565400167652231
0.3753023147583008,2.371190862671145,-0.40095798321682075,3.5627439002547243
0.38533663749694824,2.373358388615739,-0.3917824056934025,3.56065492438806
0.3952443599700928,2.37451696667746,-0.38170343904932175,3.557283315223361
0.4052560329437256,2.375821742470166,-0.3718505027555461,3.554162924898483
0.41533899307250977,2.3773491035825405,-0.3617555358730384,3.5511591166110374
0.42537617683410645,2.3783653003465575,-0.35140096948782296,3.547604327151663
0.4352390766143799,2.37994967928665,-0.3407784960778329,3.5444702799552763
0.44530391693115234,2.381203765521067,-0.3298913163389208,3.5409491839344236
0.4553067684173584,2.3821382024545583,-0.3188392136570704,3.5370937834497838
0.4652583599090576,2.383128040024575,-0.30775615976911574,3.5333007959292653
0.4752237796783447,2.384080160047932,-0.29650556886004586,3.5294288110240988
0.48529744148254395,2.384993494693467,-0.28479728540612176,3.525356804268344
0.4953320026397705,2.3860015895520044,-0.27319991279732886,3.521445456136032
0.5072815418243408,2.386505474759886,-0.26133536521780326,3.516992743619973
0.5101649761199951,2.3871820014400833,-0.24931543546286164,3.5126621265435
0.5255453586578369,2.3880504424038698,-0.23698817659635002,3.5084109910050296
0.5353615283966064,2.3885899592104733,-0.22471366599237844,3.503912211192584
0.5453619956970215,2.3892153447711073,-0.21192596198336663,3.499316003466407
0.5553560256958008,2.3896422527130854,-0.19917605336330607,3.4945866835787704
0.5652613639831543,2.3899085013034305,-0.18621361808638678,3.4896585374688707
0.575242280960083,2.389983824906699,-0.17324395521411137,3.484586106303226
0.5853047370910645,2.390034792755349,-0.16001628150599806,3.4794236893118367
0.5952541828155518,2.3898773524236434,-0.14659198755855748,3.474027816005763
0.6053462028503418,2.390085649126353,-0.1333887232971814,3.4690905511654044
0.6152768135070801,2.389908108620849,-0.11977735552638424,3.463675803261361
0.6253197193145752,2.389617335649925,-0.10613725681522258,3.4581824943220267
0.6353259086608887,2.3890002043242125,-0.09213423303534776,3.4522867590440356
0.6453237533569336,2.3885706412553764,-0.07831817346197055,3.4466736695523013
0.6553828716278076,2.3877516433075057,-0.06420375750414103,3.440625995603794
