Time,x,y,z,yaw,yaw_rate,vx,vy,vz,velocity
1749589476.8799837,-1.1766406218859193,0.26989321283215734,0.06382314471498446,-1.5262389027805523,-0.006572211749402641,-0.03735619174884963,-1.2517478590578446,-0.010650389678064365,1.252305149601276
1749589476.8907714,-1.1803845319656603,0.2198451526616645,0.06359546049558139,-1.5554941576810524,-0.008764587586949518,-0.08778573901206954,-1.2552792988039796,-0.01768383871648682,1.2583451251463986
1749589476.8928351,-1.1803845319656603,0.2198451526616645,0.06359546049558139,-1.5554941576810524,-0.0059958048112367344,-0.10453118105520076,-1.2392721311462935,0.01476191317956732,1.243672860059538
1749589476.8998432,-1.1816406187565114,0.20732840777902842,0.0638444872179168,-1.5654485231454898,-0.00996081477194325,-0.12560867908510964,-1.2516744882636073,0.024902672233541312,1.2579612731843017
1749589476.9099603,-1.1826981194271695,0.19491456095102697,0.0640549205261271,-1.5734769479947872,-0.008030781597825202,-0.10575006706581291,-1.2413846828001451,0.02104333082103005,1.2458808158789672
1749589476.9197652,-1.1839754442260928,0.18250278448143148,0.06410397419019928,-1.5821590624724378,-0.008686423984426888,-0.1277324798923285,-1.2411776469595486,0.004905366407217948,1.2477329593031858
1749589476.9504879,-1.1865575982745056,0.15751420831189863,0.06352071883937907,-1.5952964277189234,-0.0074738754878280024,-0.12027245540506826,-1.2535763701232687,-0.023100551750072917,1.2593328310103706
1749589476.9529388,-1.1865575982745056,0.15751420831189863,0.06352071883937907,-1.5952964277189234,-0.005662073014719738,-0.13794294943620944,-1.2452812468300156,-0.03522498333194818,1.2528980968162091
1749589476.9907093,-1.1896249082729697,0.13250814616274845,0.06298254285951371,-1.6094201645046107,-0.006943143499791644,-0.161458051335317,-1.2540213961185875,-0.0205563381558041,1.2643727157227844
1749589476.9928603,-1.1896249082729697,0.13250814616274845,0.06298254285951371,-1.6094201645046107,-0.007175119357521641,-0.1452729485110993,-1.2465848187964312,-0.03326125983073164,1.2550210914653346
1749589477.0110645,-1.199100991725692,0.07067675043878985,0.06287200161530458,-1.6490110598794416,-0.0074264854953244456,-0.18586068311057247,-1.2463304148718795,0.012281984536860469,1.2601125729715739
1749589477.0137992,-1.199100991725692,0.07067675043878985,0.06287200161530458,-1.6490110598794416,-0.0077122106961732256,-0.199120421364829,-1.235472589478219,-0.0029434281142229346,1.2514157828461823
1749589477.01989,-1.2014484923564204,0.05836715931664621,0.06273832488142435,-1.656626316394604,-0.007624534415644837,-0.23475006307283053,-1.2309591122143637,-0.01336767338802336,1.253143219291503
1749589477.0300436,-1.2036968496546365,0.045969443651310365,0.06254614724361021,-1.6634263054318157,-0.0067964596713226775,-0.22483572982161526,-1.2397715665335847,-0.019217763781413655,1.2599939057747689
1749589477.0504344,-1.2085210605987957,0.021309461654750717,0.06256782318098675,-1.6770138651635766,-0.006774347686582648,-0.22686437192940279,-1.247414155516685,-0.012524972552831193,1.267875987087983
1749589477.0528052,-1.2085210605987957,0.021309461654750717,0.06256782318098675,-1.6770138651635766,-0.0068103744922488494,-0.2555567224865163,-1.2185840441392797,0.014692566290484821,1.245092892534084
1749589477.097465,-1.219117005321825,-0.027594142212306785,0.06263218015661509,-1.7090667770957275,-0.007923431844867065,-0.2447345633241893,-1.2373822767168399,0.012881293308163178,1.261352411191429
1749589477.099873,-1.219117005321825,-0.027594142212306785,0.06263218015661509,-1.7090667770957275,-0.009135715339508667,-0.28970997153192624,-1.2136673148826609,0.007048710817102177,1.2477660913887336
1749589477.1021786,-1.219117005321825,-0.027594142212306785,0.06263218015661509,-1.7090667770957275,-0.007696695459799894,-0.2744023725640643,-1.2222968266373484,-0.015468034293951438,1.2527195194761354
1749589477.1210785,-1.2280642200265985,-0.06424961757593181,0.06186053144253664,-1.7284583289202464,-0.007618371327389032,-0.281425352921727,-1.2157303170221532,-0.029813888812038614,1.2478783726765617
1749589477.1239011,-1.2280642200265985,-0.06424961757593181,0.06186053144253664,-1.7284583289202464,-0.005295071366217108,-0.3064956227282867,-1.2148172153404337,-0.012501246359583607,1.2528848444446465
1749589477.1509464,-1.2379805879400883,-0.10089987536722018,0.061756652679849165,-1.7530806847361788,-0.008168840560048681,-0.3037320223250095,-1.2228437944025852,-0.013174795674989609,1.2600000344819646
1749589477.154006,-1.2379805879400883,-0.10089987536722018,0.061756652679849165,-1.7530806847361788,-0.008466608120748715,-0.3522221497532563,-1.224253810666208,0.000844890586031849,1.2739143753437814
1749589477.2404552,-1.2413391616333223,-0.11304836101035064,0.06166395131817126,-1.759681001178568,-0.006600200920582272,-0.33585736932340016,-1.214848564313045,-0.00927013616779035,1.2604194566660345
1749589477.2501214,-1.2450376577083098,-0.12510162572656106,0.06169425911533418,-1.7681443548928009,-0.008464556949086967,-0.3698496074987512,-1.205326471621042,0.003030779716291926,1.2607936529652306
